trip_id,booking_user_id,pick_up_latitude,pick_up_longitude,drop_off_latitude,drop_off_longitude,pick_up_address,drop_off_address,trip_datetime,passenger_count,date,hour,day_of_week,is_weekend,time_of_day,group_size_from_checked,group_size
733528,100271,30.2902318,-97.7461453,30.27027,-97.749694,"west campus, pearl st, austin, united states, 78705","buford's, west 6th street, austin, tx, usa",2025-09-06 22:35:36,13,2025-09-06,22,Saturday,True,night,9,13
733527,538494,30.2903821,-97.7475673,30.270302,-97.7485024,"west campus, san gabriel st, austin, united states, 78705","the cat's pajamas, nueces street, austin, tx, usa",2025-09-06 22:37:52,10,2025-09-06,22,Saturday,True,night,9,10
733526,184528,30.2395576,-97.7280134,30.2674331,-97.7397601,"riverside, e riverside dr, austin, united states, 78741","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 22:42:40,7,2025-09-06,22,Saturday,True,night,7,7
733525,595571,30.2453377,-97.7793828,30.2923127,-97.7406588,"south lamar, s lamar blvd, austin, united states, 78704","300 west 27th street, austin, tx, usa",2025-09-06 22:41:46,7,2025-09-06,22,Saturday,True,night,5,7
733520,73494,30.2941768,-97.742407,30.290488,-97.748764,"west campus, guadalupe st, austin, united states, 78705","university of texas ka house, leon street, austin, tx, usa",2025-09-06 22:35:50,10,2025-09-06,22,Saturday,True,night,9,10
733515,534163,30.2845959,-97.743705,30.2897889,-97.7488882,"west campus, nueces st, austin, united states, 78705","sigma alpha mu, leon street, austin, tx, usa",2025-09-06 22:34:26,8,2025-09-06,22,Saturday,True,night,8,8
733514,206101,30.2545345,-97.7613897,30.2640032,-97.7287525,"zilker, s lamar blvd, austin, united states, 78704","latchkey, east 6th street, austin, tx, usa",2025-09-06 22:43:33,13,2025-09-06,22,Saturday,True,night,1,13
733510,21105,30.2452053,-97.7795469,30.274502,-97.765019,"south lamar, s lamar blvd, austin, united states, 78704","mean eyed cat, west 5th street, austin, tx, usa",2025-09-06 22:37:20,9,2025-09-06,22,Saturday,True,night,7,9
733500,73327,30.2971822,-97.7330478,30.2915304,-97.7413923,"north university, e 34th st, austin, united states, 78705","mockingbird saloon, guadalupe street, austin, tx, usa",2025-09-06 22:35:26,14,2025-09-06,22,Saturday,True,night,13,14
733497,296283,30.2595862,-97.7383392,30.2662955,-97.7451516,"downtown, rainey st, austin, united states, 78701","coconut club, colorado street, austin, tx, usa",2025-09-06 22:30:11,11,2025-09-06,22,Saturday,True,night,1,11
733496,310671,30.2903008,-97.733042,30.2703075,-97.7484259,"hancock, elmwood pl, austin, united states, 78705","wiggle room, nueces street, austin, tx, usa",2025-09-06 22:28:00,14,2025-09-06,22,Saturday,True,night,11,14
733494,33383,30.2612735,-97.7587164,30.2757346,-97.7420775,"barton springs, s lamar blvd, austin, united states, 78704","the cloak room, colorado street, austin, tx, usa",2025-09-06 22:35:22,8,2025-09-06,22,Saturday,True,night,4,8
733492,207351,30.2849369,-97.7437057,30.2897889,-97.7488882,"west campus, w 22nd st, austin, united states, 78705","sigma alpha mu, leon street, austin, tx, usa",2025-09-06 22:33:42,8,2025-09-06,22,Saturday,True,night,8,8
733486,97697,30.3004562,-97.6634202,30.2700776,-97.7504262,"university hills, lady ct, austin, united states, 78723","willow country bar, west 6th street, austin, tx, usa",2025-09-06 22:52:21,10,2025-09-06,22,Saturday,True,night,9,10
733477,96566,30.2588411,-97.7332843,30.2640032,-97.7287525,"1111 willow street, austin, tx, usa","latchkey, east 6th street, austin, tx, usa",2025-09-06 22:32:24,12,2025-09-06,22,Saturday,True,night,10,12
733470,8187,30.3324316,-97.7369309,30.2639124,-97.729725,"brentwood, ullrich ave, austin, united states, 78756","inn cahoots, east 6th street, austin, tx, usa",2025-09-06 22:34:13,10,2025-09-06,22,Saturday,True,night,9,10
733456,329697,30.2904462,-97.7488571,30.2703075,-97.7484259,"west campus, leon st, austin, united states, 78705","wiggle room, nueces street, austin, tx, usa",2025-09-06 22:32:48,8,2025-09-06,22,Saturday,True,night,7,8
733449,525976,30.2932567,-97.8355487,30.2670288,-97.7383848,"east oak hill, castle ridge rd, austin, united states, 78746","mala fama, east 6th street, austin, tx, usa",2025-09-06 22:39:08,7,2025-09-06,22,Saturday,True,night,4,7
733443,418605,30.2853134,-97.7429459,30.2669106,-97.7391248,"the drag, w 22nd st, austin, united states, 78705","the aquarium on 6th, east 6th street, austin, tx, usa",2025-09-06 22:30:18,8,2025-09-06,22,Saturday,True,night,1,8
733440,56524,30.2877699,-97.7461857,30.2640032,-97.7287525,"west campus, w 24th st, austin, united states, 78705","latchkey, east 6th street, austin, tx, usa",2025-09-06 22:33:08,10,2025-09-06,22,Saturday,True,night,10,10
733439,254854,30.2874488,-97.7443717,30.290488,-97.748764,"the drag, rio grande st, austin, united states, 78705","university of texas ka house, leon street, austin, tx, usa",2025-09-06 22:35:17,7,2025-09-06,22,Saturday,True,night,7,7
733436,126546,30.2452812,-97.7794977,30.2913639,-97.7480929,"south lamar, s lamar blvd, austin, united states, 78704","kappa sigma, west 26th street, austin, tx, usa",2025-09-06 22:35:36,8,2025-09-06,22,Saturday,True,night,7,8
733432,100226,30.2979746,-97.7404379,30.2809508,-97.7832425,"north university, wheeler st, austin, united states, 78705","2805 stratford drive, austin, tx, usa",2025-09-06 22:26:55,5,2025-09-06,22,Saturday,True,night,5,5
733430,40925,30.2391241,-97.7561071,30.2675505,-97.7439407,"dawson, euclid ave, austin, united states, 78704","luna rooftop, west 5th street, austin, tx, usa",2025-09-06 22:48:32,8,2025-09-06,22,Saturday,True,night,3,8
733416,429950,30.2967827,-97.6585032,30.2838014,-97.7442694,"mlk-183, loyola ln, austin, united states, 78723","2020 nueces street, austin, tx, usa",2025-09-06 22:33:08,9,2025-09-06,22,Saturday,True,night,6,9
733409,212220,30.2610443,-97.7604466,30.2741122,-97.7633659,"barton springs, hillmont st, austin, united states, 78704","donn's depot, west 5th street, austin, tx, usa",2025-09-06 22:31:44,11,2025-09-06,22,Saturday,True,night,7,11
733408,233697,30.2857261,-97.742804,30.2669106,-97.7391248,"the drag, san antonio st, austin, united states, 78705","the aquarium on 6th, east 6th street, austin, tx, usa",2025-09-06 22:28:25,7,2025-09-06,22,Saturday,True,night,3,7
733407,186730,30.3367911,-97.9643212,30.2703075,-97.7484259,"travis southwest, far vela ln, lakeway, united states, 78734","wiggle room, nueces street, austin, tx, usa",2025-09-06 22:49:18,14,2025-09-06,22,Saturday,True,night,13,14
733396,182798,30.2450312,-97.7793273,30.2890937,-97.7469643,"south lamar, s lamar blvd, austin, united states, 78704","sigma alpha epsilon, pearl street, austin, tx, usa",2025-09-06 22:27:16,13,2025-09-06,22,Saturday,True,night,10,13
733387,21652,30.2450189,-97.7793634,30.2694279,-97.7498903,"south lamar, s lamar blvd, austin, united states, 78704","the betty, rio grande street, austin, tx, usa",2025-09-06 22:28:49,9,2025-09-06,22,Saturday,True,night,7,9
733379,88154,30.2900831,-97.7424063,30.2670911,-97.7368338,"the drag, san antonio st, austin, united states, 78705","barbarella austin, red river street, austin, tx, usa",2025-09-06 22:26:46,6,2025-09-06,22,Saturday,True,night,4,6
733375,517876,30.2849305,-97.7437007,30.2897889,-97.7488882,"west campus, w 22nd st, austin, united states, 78705","sigma alpha mu, leon street, austin, tx, usa",2025-09-06 22:20:53,13,2025-09-06,22,Saturday,True,night,12,13
733368,8166,30.2451569,-97.7796087,30.2650779,-97.7286906,"south lamar, s lamar blvd, austin, united states, 78704","the flower shop austin, east 7th street, austin, tx, usa",2025-09-06 22:31:50,14,2025-09-06,22,Saturday,True,night,13,14
733362,588512,30.2942438,-97.7366595,30.2674331,-97.7397601,"north university, e 30th st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 22:26:05,10,2025-09-06,22,Saturday,True,night,10,10
733354,111685,30.2452362,-97.7790995,30.2923073,-97.7406306,"south lamar, s lamar blvd, austin, united states, 78704","phi gamma delta, hemphill park, austin, tx, usa",2025-09-06 22:25:50,7,2025-09-06,22,Saturday,True,night,7,7
733352,597251,30.2542555,-97.6978552,30.2686635,-97.7420691,"govalle, e 7th st, austin, united states, 78702","upstairs at caroline, east 7th street, austin, tx, usa",2025-09-06 22:25:09,7,2025-09-06,22,Saturday,True,night,7,7
733345,293483,30.2900538,-97.7432613,30.2674331,-97.7397601,"the drag, seton ave, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 22:20:11,14,2025-09-06,22,Saturday,True,night,8,14
733343,327135,30.2530523,-97.7109049,30.2670911,-97.7368338,"govalle, linden st, austin, united states, 78702","barbarella austin, red river street, austin, tx, usa",2025-09-06 22:24:06,5,2025-09-06,22,Saturday,True,night,1,5
733342,598510,30.2665811,-97.7384604,30.2640032,-97.7287525,"sixth street, neches st, austin, united states, 78701","latchkey, east 6th street, austin, tx, usa",2025-09-06 22:15:42,10,2025-09-06,22,Saturday,True,night,1,10
733338,595412,30.2318136,-97.7653927,30.2662562,-97.7355382,"dawson, lightsey rd, austin, united states, 78704","mala vida, east 6th street, austin, tx, usa",2025-09-06 22:23:43,14,2025-09-06,22,Saturday,True,night,1,14
733332,199193,30.4171884,-97.8910806,30.264064,-97.7301917,"travis northwest, lakeview dr, austin, united states, 78732","austin garden & studio, east 6th street, austin, tx, usa",2025-09-06 22:52:55,9,2025-09-06,22,Saturday,True,night,7,9
733325,525179,30.2874808,-97.7449826,30.267361,-97.740835,"west campus, rio grande st, austin, united states, 78705","soho lounge, east 6th street, austin, tx, usa",2025-09-06 22:23:45,13,2025-09-06,22,Saturday,True,night,1,13
733324,339759,30.2898009,-97.7432081,30.2674331,-97.7397601,"the drag, seton ave, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 22:15:50,10,2025-09-06,22,Saturday,True,night,9,10
733293,75945,30.287253,-97.7506261,30.2915304,-97.7413923,"west campus, longview st, austin, united states, 78705","mockingbird saloon, guadalupe street, austin, tx, usa",2025-09-06 22:19:45,9,2025-09-06,22,Saturday,True,night,7,9
733290,17429,30.3998532,-97.7487733,30.2634183,-97.7272288,"great hills, w braker ln, austin, united states, 78759","hotel vegas, east 6th street, austin, tx, usa",2025-09-06 22:08:23,8,2025-09-06,22,Saturday,True,night,1,8
733288,68974,30.2651268,-97.7287079,30.2670911,-97.7368338,"east end, e 7th st, austin, united states, 78702","barbarella austin, red river street, austin, tx, usa",2025-09-06 22:15:14,8,2025-09-06,22,Saturday,True,night,8,8
733284,594974,30.2641232,-97.7380129,30.2589511,-97.7385214,"convention center district, red river st, austin, united states, 78701","banger's, rainey street, austin, tx, usa",2025-09-06 22:15:20,12,2025-09-06,22,Saturday,True,night,1,12
733281,111603,30.2809654,-97.7405314,30.2928922,-97.7439645,"downtown, lavaca st, austin, united states, 78701","chi omega, rio grande street, austin, tx, usa",2025-09-06 22:11:41,9,2025-09-06,22,Saturday,True,night,7,9
733275,132383,30.2899643,-97.7332103,30.2703075,-97.7484259,"hancock, park pl, austin, united states, 78705","wiggle room, nueces street, austin, tx, usa",2025-09-06 22:16:09,12,2025-09-06,22,Saturday,True,night,10,12
733259,339807,30.2967574,-97.6580168,30.2814818,-97.7425041,"mlk-183, loyola ln, austin, united states, 78723","raising cane's chicken fingers, west martin luther king junior boulevard, austin, tx, usa",2025-09-06 22:27:05,13,2025-09-06,22,Saturday,True,night,9,13
733246,38571,30.277075,-97.7511169,30.2947555,-97.7459696,"the tavern, west 12th street, austin, tx, usa","2816 san pedro street, austin, tx, usa",2025-09-06 22:11:52,8,2025-09-06,22,Saturday,True,night,7,8
733245,196399,30.2875406,-97.7463313,30.2674331,-97.7397601,"west campus, w 23rd st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 22:05:15,12,2025-09-06,22,Saturday,True,night,9,12
733244,335313,30.2875028,-97.7449624,30.267361,-97.740835,"the drag, rio grande st, austin, united states, 78705","soho lounge, east 6th street, austin, tx, usa",2025-09-06 22:16:34,14,2025-09-06,22,Saturday,True,night,1,14
733243,196437,30.2773451,-97.7511302,30.2890937,-97.7469643,"west end, n lamar blvd, austin, united states, 78703","sigma alpha epsilon, pearl street, austin, tx, usa",2025-09-06 22:12:57,9,2025-09-06,22,Saturday,True,night,8,9
733218,285323,30.2454328,-97.7575018,30.290488,-97.748764,"bouldin creek, johanna st w, austin, united states, 78704","university of texas ka house, leon street, austin, tx, usa",2025-09-06 22:21:59,13,2025-09-06,22,Saturday,True,night,13,13
733216,178284,30.2457596,-97.7572689,30.290488,-97.748764,"bouldin creek, s 1st st, austin, united states, 78704","university of texas ka house, leon street, austin, tx, usa",2025-09-06 22:23:57,12,2025-09-06,22,Saturday,True,night,10,12
733210,355410,30.2477248,-97.7549472,30.2876549,-97.749876,"bouldin creek, s 1st st, austin, united states, 78704","2304 leon street, austin, tx, usa",2025-09-06 22:18:39,11,2025-09-06,22,Saturday,True,night,9,11
733204,332220,30.2967588,-97.6580462,30.2858573,-97.7441105,"mlk-183, loyola ln, austin, united states, 78723","rise at west campus, nueces street, austin, tx, usa",2025-09-06 22:30:18,8,2025-09-06,22,Saturday,True,night,5,8
733201,23022,30.3726874,-97.6624654,30.270302,-97.7485023,"scheider dr, austin, united states, 78754","beez kneez, nueces street, austin, tx, usa",2025-09-06 22:20:20,12,2025-09-06,22,Saturday,True,night,11,12
733197,460065,30.2876668,-97.7454894,30.2666863,-97.7393895,"west campus, w 24th st, austin, united states, 78705","sixth street, e 6th st, austin, united states, 78701",2025-09-06 22:13:53,8,2025-09-06,22,Saturday,True,night,5,8
733184,596139,30.2411233,-97.7239599,30.2675505,-97.7439407,"riverside, elmont dr, austin, united states, 78741","luna rooftop, west 5th street, austin, tx, usa",2025-09-06 22:20:33,13,2025-09-06,22,Saturday,True,night,7,13
733183,86488,30.2588726,-97.7384329,30.2670911,-97.7368338,"downtown, rainey st, austin, united states, 78701","barbarella austin, red river street, austin, tx, usa",2025-09-06 22:10:45,10,2025-09-06,22,Saturday,True,night,1,10
733175,30668,30.2330169,-97.6958189,30.1805938,-97.6863795,"montopolis, circulo de amistad, austin, united states, 78741","the concourse project, burleson road, austin, tx, usa",2025-09-06 22:14:23,13,2025-09-06,22,Saturday,True,night,8,13
733170,582703,30.2968251,-97.6585318,30.2852936,-97.7432677,"mlk-183, loyola ln, austin, united states, 78723","2200 san antonio street, austin, tx, usa",2025-09-06 22:18:15,10,2025-09-06,22,Saturday,True,night,9,10
733169,191294,30.2963337,-97.6580297,30.2878405,-97.7451265,"mlk-183, loyola ln, austin, united states, 78723","union on 24th, west 24th street, austin, tx, usa",2025-09-06 22:20:07,9,2025-09-06,22,Saturday,True,night,6,9
733167,386934,30.2697716,-97.749681,30.3317454,-97.9244707,"market district, w 6th st, austin, united states, 78701","1201 south quinlan park road, austin, tx 78732, usa",2025-09-06 22:04:32,8,2025-09-06,22,Saturday,True,night,1,8
733166,499702,30.2549658,-97.7318025,30.270302,-97.7485024,"east cesar chavez, holly st, austin, united states, 78702","the cat's pajamas, nueces street, austin, tx, usa",2025-09-06 22:06:17,12,2025-09-06,22,Saturday,True,night,6,12
733158,165207,30.2592698,-97.7491905,30.269194,-97.7476628,"bouldin creek, w riverside dr, austin, united states, 78704","mayfair austin, west 6th street, austin, tx, usa",2025-09-06 22:01:07,6,2025-09-06,22,Saturday,True,night,2,6
733156,43078,30.3761781,-97.7972648,30.2695772,-97.7486187,"northwest austin, anaqua dr, austin, united states, 78750","parlor and yard, west 6th street, austin, tx, usa",2025-09-06 22:16:16,14,2025-09-06,22,Saturday,True,night,10,14
733153,115031,30.2694992,-97.7476705,30.2640032,-97.7287525,"market district, w 6th st, austin, united states, 78701","latchkey, east 6th street, austin, tx, usa",2025-09-06 21:57:00,13,2025-09-06,21,Saturday,True,night,6,13
733149,596754,30.3684857,-97.7679599,30.2662955,-97.7451516,"7601 long point drive, austin, tx, usa","coconut club, colorado street, austin, tx, usa",2025-09-06 22:15:49,10,2025-09-06,22,Saturday,True,night,1,10
733141,494177,30.439172,-97.689861,30.2641192,-97.7292582,"austin, united states, 78728","the lucky duck, east 6th street, austin, tx, usa",2025-09-06 22:37:23,7,2025-09-06,22,Saturday,True,night,7,7
733139,11668,30.3058166,-97.7175841,30.2668156,-97.743519,"northfield, e 46th st, austin, united states, 78751","speakeasy, congress avenue, austin, tx, usa",2025-09-06 22:04:43,11,2025-09-06,22,Saturday,True,night,6,11
733138,332686,30.2968274,-97.6586443,30.2878405,-97.7451265,"mlk-183, loyola ln, austin, united states, 78723","union on 24th, west 24th street, austin, tx, usa",2025-09-06 22:12:50,13,2025-09-06,22,Saturday,True,night,10,13
733133,243311,30.2643321,-97.7200494,30.266615,-97.7386345,"central east austin, lincoln st, austin, united states, 78702","pete's peanut bar & piano, east 6th street, austin, tx, usa",2025-09-06 21:52:01,9,2025-09-06,21,Saturday,True,night,1,9
733131,22791,30.2786971,-97.742605,30.2695772,-97.7486187,"arts district, w 16th st, austin, united states, 78701","parlor and yard, west 6th street, austin, tx, usa",2025-09-06 22:01:51,11,2025-09-06,22,Saturday,True,night,1,11
733130,339712,30.2907824,-97.7494012,30.2674331,-97.7397601,"west campus, leon st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 22:01:44,8,2025-09-06,22,Saturday,True,night,7,8
733126,13024,30.3116761,-97.8031183,30.274502,-97.765019,"the high rd, austin, united states, 78746","mean eyed cat, west 5th street, austin, tx, usa",2025-09-06 22:05:49,9,2025-09-06,22,Saturday,True,night,7,9
733123,375297,30.2967687,-97.6585191,30.2878405,-97.7451265,"mlk-183, loyola ln, austin, united states, 78723","union on 24th, west 24th street, austin, tx, usa",2025-09-06 22:16:10,8,2025-09-06,22,Saturday,True,night,4,8
733105,199848,30.2870717,-97.7456667,30.2674331,-97.7397601,"west campus, w 23rd st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 22:02:18,9,2025-09-06,22,Saturday,True,night,7,9
733095,66397,30.2887871,-97.7496064,30.269194,-97.7476628,"west campus, leon st, austin, united states, 78705","mayfair austin, west 6th street, austin, tx, usa",2025-09-06 22:07:03,7,2025-09-06,22,Saturday,True,night,4,7
733090,581472,30.2895553,-97.7426644,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:50:37,10,2025-09-06,21,Saturday,True,night,9,10
733088,113035,30.2451142,-97.7794331,30.2923073,-97.7406306,"south lamar, s lamar blvd, austin, united states, 78704","phi gamma delta, hemphill park, austin, tx, usa",2025-09-06 22:09:58,6,2025-09-06,22,Saturday,True,night,5,6
733087,21475,30.2454544,-97.7793056,30.3174963,-97.7264698,"south lamar, s lamar blvd, austin, united states, 78704","305 zennia st, austin, tx, usa",2025-09-06 21:59:51,9,2025-09-06,21,Saturday,True,night,7,9
733085,336101,30.2882246,-97.7450635,30.2674331,-97.7397601,"west campus, w 24th st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:51:24,9,2025-09-06,21,Saturday,True,night,6,9
733081,43453,30.2701896,-97.7487164,30.3399661,-97.725896,"market district, w 6th st, austin, united states, 78701","1309 justin lane unit 1, austin, tx 78757, usa",2025-09-06 22:03:02,7,2025-09-06,22,Saturday,True,night,7,7
733079,493979,30.317474,-97.7221754,30.2671328,-97.7366559,"north loop, e north loop blvd, austin, united states, 78751","swan dive, red river street, austin, tx, usa",2025-09-06 22:07:31,10,2025-09-06,22,Saturday,True,night,8,10
733076,339598,30.2841838,-97.7436292,30.2674331,-97.7397601,"west campus, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:59:25,11,2025-09-06,21,Saturday,True,night,6,11
733075,591341,30.3352856,-97.759314,30.2741122,-97.7633659,"balcones, balcones dr, austin, united states, 78731","donn's depot, west 5th street, austin, tx, usa",2025-09-06 22:05:00,7,2025-09-06,22,Saturday,True,night,1,7
733074,440399,30.288263,-97.7840536,30.2878405,-97.7451265,"tarrytown, lake austin blvd, austin, united states, 78703","union on 24th, west 24th street, austin, tx, usa",2025-09-06 21:59:55,7,2025-09-06,21,Saturday,True,night,1,7
733073,8182,30.3254466,-97.743401,30.270302,-97.7485023,"rosedale, w north loop blvd, austin, united states, 78756","beez kneez, nueces street, austin, tx, usa",2025-09-06 22:02:30,8,2025-09-06,22,Saturday,True,night,7,8
733062,361070,30.2413372,-97.7636497,30.2662562,-97.7355382,"galindo, s 4th st, austin, united states, 78704","mala vida, east 6th street, austin, tx, usa",2025-09-06 22:01:32,10,2025-09-06,22,Saturday,True,night,7,10
733039,45706,30.296756,-97.6585576,30.2670127,-97.7401637,"mlk-183, loyola ln, austin, united states, 78723","moonlight, east 6th street, austin, tx, usa",2025-09-06 22:04:13,7,2025-09-06,22,Saturday,True,night,2,7
733029,433742,30.2967685,-97.6585331,30.267788,-97.7459658,"mlk-183, loyola ln, austin, united states, 78723","hanover republic square, west 5th street, austin, tx, usa",2025-09-06 22:12:40,14,2025-09-06,22,Saturday,True,night,10,14
733026,335314,30.2892804,-97.7425865,30.2674331,-97.7397601,"the drag, w 25th st, austin, united states, 78705","shakespeare's pub, east 6th street, austin, tx, usa",2025-09-06 21:52:42,14,2025-09-06,21,Saturday,True,night,1,14
733021,584169,30.2894981,-97.7425917,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:57:48,8,2025-09-06,21,Saturday,True,night,6,8
733008,249785,30.2968531,-97.6585327,30.2878405,-97.7451265,"mlk-183, loyola ln, austin, united states, 78723","union on 24th, west 24th street, austin, tx, usa",2025-09-06 22:07:40,7,2025-09-06,22,Saturday,True,night,4,7
733001,90249,30.2595296,-97.6722972,30.2920464,-97.7343548,"ed bluestein blvd, austin, united states, 78725","3000 duval street, austin, tx, usa",2025-09-06 22:03:21,10,2025-09-06,22,Saturday,True,night,8,10
732995,584451,30.2895377,-97.7425739,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:40:09,14,2025-09-06,21,Saturday,True,night,5,14
732992,77472,30.287482,-97.7464053,30.1805938,-97.6863795,"west campus, w 23rd st, austin, united states, 78705","the concourse project, burleson road, austin, tx, usa",2025-09-06 21:41:37,7,2025-09-06,21,Saturday,True,night,7,7
732991,581980,30.2893388,-97.7425303,30.2674331,-97.7397601,"the drag, san antonio st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:55:56,14,2025-09-06,21,Saturday,True,night,4,14
732989,216526,30.3105016,-97.8675708,30.2808036,-97.7825318,"crystal creek dr, austin, united states, 78746","2800 stratford drive, austin, tx, usa",2025-09-06 21:56:16,9,2025-09-06,21,Saturday,True,night,1,9
732985,133255,30.3230948,-97.6849428,30.2669106,-97.7391248,"coronado hills, creekside dr, austin, united states, 78752","the aquarium on 6th, east 6th street, austin, tx, usa",2025-09-06 21:55:59,14,2025-09-06,21,Saturday,True,night,14,14
732984,46283,30.2451959,-97.7791216,30.2915157,-97.7461052,"south lamar, s lamar blvd, austin, united states, 78704","901 shoal cliff ct, austin, tx, usa",2025-09-06 21:48:03,14,2025-09-06,21,Saturday,True,night,12,14
732983,19557,30.3254944,-97.743391,30.270302,-97.7485023,"rosedale, w north loop blvd, austin, united states, 78756","beez kneez, nueces street, austin, tx, usa",2025-09-06 21:52:11,11,2025-09-06,21,Saturday,True,night,9,11
732982,25286,30.2942683,-97.7228256,30.2741122,-97.7633659,"hancock, e 37th st, austin, united states, 78705","donn's depot, west 5th street, austin, tx, usa",2025-09-06 21:51:34,6,2025-09-06,21,Saturday,True,night,4,6
732975,435047,30.2893031,-97.7426458,30.2674331,-97.7397601,"the drag, w 25th st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:42:21,8,2025-09-06,21,Saturday,True,night,1,8
732974,597716,30.2968711,-97.6587172,30.2875846,-97.7459858,"mlk-183, loyola ln, austin, united states, 78723","west campus, w 23rd st, austin, united states, 78705",2025-09-06 21:48:32,14,2025-09-06,21,Saturday,True,night,10,14
732971,579469,30.2895832,-97.7425659,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:48:10,13,2025-09-06,21,Saturday,True,night,12,13
732970,166246,30.2459417,-97.7287761,30.2696809,-97.7492075,"riverside, s lakeshore blvd, austin, united states, 78741","the rustic tap, west 6th street, austin, tx, usa",2025-09-06 21:47:53,10,2025-09-06,21,Saturday,True,night,3,10
732969,579483,30.289371,-97.742711,30.2674331,-97.7397601,"phi kappa psi, nueces street, austin, tx, usa","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:50:43,11,2025-09-06,21,Saturday,True,night,6,11
732968,584448,30.2894617,-97.7426384,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:49:33,12,2025-09-06,21,Saturday,True,night,2,12
732965,345395,30.4002375,-97.7485649,30.2634183,-97.7272288,"great hills, jollyville rd, austin, united states, 78759","hotel vegas, east 6th street, austin, tx, usa",2025-09-06 22:04:44,8,2025-09-06,22,Saturday,True,night,4,8
732961,584430,30.2894261,-97.742562,30.2674331,-97.7397601,"the drag, san antonio st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:36:50,13,2025-09-06,21,Saturday,True,night,2,13
732959,369236,30.267448,-97.7466824,30.2564596,-97.7388398,"warehouse district, guadalupe st, austin, united states, 78701","natiivo austin, east avenue, austin, tx, usa",2025-09-06 21:48:18,8,2025-09-06,21,Saturday,True,night,1,8
732956,429016,30.2851284,-97.7438182,30.2680302,-97.7389914,"west campus, w 22nd st, austin, united states, 78705","east 7th street & trinity street, austin, tx, usa",2025-09-06 21:42:35,7,2025-09-06,21,Saturday,True,night,6,7
732950,593765,30.2673963,-97.7399375,30.270302,-97.7485024,"sixth street, e 6th st, austin, united states, 78701","the cat's pajamas, nueces street, austin, tx, usa",2025-09-06 21:32:27,10,2025-09-06,21,Saturday,True,night,9,10
732947,579420,30.2894646,-97.7426495,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:46:54,14,2025-09-06,21,Saturday,True,night,2,14
732944,584479,30.2894755,-97.7425961,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:38:39,12,2025-09-06,21,Saturday,True,night,2,12
732942,582790,30.2894476,-97.7428707,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:39:37,14,2025-09-06,21,Saturday,True,night,4,14
732940,23099,30.2640779,-97.8099834,30.274502,-97.765019,"tarlton ln, austin, united states, 78746","mean eyed cat, west 5th street, austin, tx, usa",2025-09-06 21:36:29,9,2025-09-06,21,Saturday,True,night,7,9
732939,598410,30.2400757,-97.710572,30.2662562,-97.7355382,"pleasant valley, crossing pl, austin, united states, 78741","mala vida, east 6th street, austin, tx, usa",2025-09-06 21:51:01,7,2025-09-06,21,Saturday,True,night,1,7
732937,351569,30.289371,-97.742711,30.2674331,-97.7397601,"phi kappa psi, nueces street, austin, tx, usa","shakespeare's, east 6th street, austin, tx, usa",2025-09-06 21:43:41,13,2025-09-06,21,Saturday,True,night,2,13
732935,345455,30.2894528,-97.742911,30.2674331,-97.7397601,"the drag, nueces st, austin, united states, 78705","shakespeare's pub, east 6th street, austin, tx, usa",2025-09-06 21:42:51,14,2025-09-06,21,Saturday,True,night,2,14
