trip_id,user_id,age
728506,98709,79.0
728547,258194,23.0
728506,71134,21.0
728563,258264,19.0
728506,190835,20.0
728506,179896,19.0
728506,184053,20.0
728563,427470,19.0
728564,132923,20.0
728564,246216,20.0
728564,254741,20.0
728547,330039,19.0
728522,268240,19.0
728522,258058,29.0
728522,325783,19.0
728564,255214,20.0
728564,244411,20.0
728569,111672,20.0
728569,179809,23.0
728569,111784,20.0
728569,103805,20.0
728583,61331,22.0
728583,134101,21.0
728569,198206,20.0
728583,42419,21.0
728569,126537,20.0
728583,59060,21.0
728569,182795,20.0
728583,63298,22.0
728583,69318,22.0
728583,167035,22.0
728539,137401,21.0
728539,176563,20.0
728539,179328,21.0
728539,201986,20.0
728587,168427,21.0
728539,108004,21.0
728587,184574,23.0
728580,99860,21.0
728539,179349,21.0
728580,73671,21.0
728539,127812,2.0
728580,114692,21.0
728565,107588,21.0
728522,258096,19.0
728522,331210,19.0
728580,189682,21.0
728565,72978,21.0
728587,188509,20.0
728580,73672,21.0
728522,258090,27.0
728580,235259,22.0
728565,199732,21.0
728565,199731,20.0
728522,329567,19.0
728522,331353,25.0
728587,98824,20.0
728565,98733,21.0
728565,199781,21.0
728522,258056,19.0
728565,58039,21.0
728582,91339,20.0
728582,91326,20.0
728582,111131,20.0
728565,192564,20.0
728582,111765,20.0
728522,331426,19.0
728587,203747,20.0
728539,169486,20.0
728582,134980,20.0
728522,301938,19.0
728565,211339,24.0
728587,174923,20.0
728582,111782,20.0
728582,111116,20.0
728582,78203,25.0
728587,184770,20.0
728582,111619,20.0
728582,111781,20.0
728587,184654,20.0
728587,120747,20.0
728522,325790,19.0
728587,183527,20.0
728587,187310,20.0
728572,63662,21.0
728572,32816,22.0
728572,65205,23.0
728612,26869,
728572,65201,21.0
728572,61370,25.0
728612,81538,21.0
728572,71715,21.0
728612,189376,22.0
728572,61369,21.0
728572,63661,21.0
728548,163342,20.0
728572,72124,21.0
728612,57474,22.0
728572,46345,21.0
728548,551674,22.0
728612,45713,26.0
728548,118433,21.0
728548,183721,20.0
728612,21151,
728548,60559,25.0
728548,183748,20.0
728612,70693,21.0
728572,65202,21.0
728548,183198,20.0
728548,121453,20.0
728548,156255,20.0
728328,378687,19.0
728328,594652,18.0
728328,388344,19.0
728328,376869,18.0
728328,349616,19.0
728328,433689,19.0
728328,376721,19.0
728609,278536,24.0
728328,594506,20.0
728615,342957,25.0
728618,456614,20.0
728609,114674,25.0
728609,322522,20.0
728618,443592,19.0
728645,192522,20.0
728618,408728,19.0
728645,78219,20.0
728615,475304,19.0
728618,461274,19.0
728609,235422,20.0
728618,443248,19.0
728615,387016,19.0
728609,81534,24.0
728618,443506,19.0
728645,111673,20.0
728615,443587,19.0
728645,111644,20.0
728618,350831,22.0
728645,82841,6.0
728618,359389,19.0
728615,140305,20.0
728328,375125,20.0
728548,109576,21.0
728618,458424,19.0
728328,594657,18.0
728645,182164,21.0
728645,111610,21.0
728618,443560,19.0
728645,151818,21.0
728642,258094,19.0
728642,323767,19.0
728642,258085,20.0
728642,339747,18.0
728642,327893,19.0
728642,258098,18.0
728642,258093,106.0
728642,257841,19.0
728642,258092,19.0
728642,156277,20.0
728642,258374,19.0
728636,83366,21.0
728636,252849,22.0
728636,91588,21.0
728615,195487,20.0
728636,160793,21.0
728615,401694,19.0
728615,426610,20.0
728636,78078,21.0
728615,430038,19.0
728636,252819,21.0
728615,365702,19.0
728636,44820,22.0
728615,89306,21.0
728636,245594,21.0
728654,63763,22.0
728654,64437,22.0
728654,71079,21.0
728654,73730,21.0
728603,184202,20.0
728328,594507,19.0
728654,71603,21.0
728654,83395,21.0
728328,346655,19.0
728654,72579,25.0
728603,184111,20.0
728603,117937,20.0
728654,73212,21.0
728603,76248,20.0
728603,183061,20.0
728603,117269,20.0
728603,189590,20.0
728603,184200,20.0
728603,184244,20.0
728603,184871,19.0
728603,179879,20.0
728651,38476,24.0
728649,235149,20.0
728651,284011,20.0
728651,370387,21.0
728603,120648,20.0
728649,195329,20.0
728649,222161,21.0
728651,268061,20.0
728615,389848,19.0
728651,475491,20.0
728617,183087,20.0
728617,356626,21.0
728650,189357,20.0
728650,192560,20.0
728651,372969,22.0
728650,192585,20.0
728649,254958,20.0
728650,209218,20.0
728603,117737,20.0
728651,332736,22.0
728617,375888,1.0
728603,183139,20.0
728617,286870,22.0
728649,189612,23.0
728650,194417,20.0
728649,319432,19.0
728617,355545,19.0
728649,307211,21.0
728651,394511,21.0
728617,248415,20.0
728617,381204,19.0
728649,235125,20.0
728617,287029,23.0
728649,200291,20.0
728617,79215,21.0
728617,333098,19.0
728653,189583,24.0
728649,195592,20.0
728653,230575,22.0
728638,585650,31.0
728653,217228,21.0
728638,261058,19.0
728653,399580,21.0
728638,181119,20.0
728638,355657,20.0
728653,141421,21.0
728638,375850,19.0
728638,328908,19.0
728680,91391,21.0
728638,339982,19.0
728653,443646,20.0
728638,355655,19.0
728653,309447,20.0
728653,90778,22.0
728653,93191,21.0
728653,439601,22.0
728653,195287,21.0
728617,255602,19.0
728653,221499,22.0
728658,77547,21.0
728658,72823,21.0
728658,85791,21.0
728658,68910,24.0
728658,71646,21.0
728658,144764,21.0
728658,71452,25.0
728658,73434,21.0
728658,189212,22.0
728695,193797,20.0
728695,450630,22.0
728695,450632,19.0
728695,356937,19.0
728695,278020,20.0
728695,584409,20.0
728695,395886,20.0
728695,285264,20.0
728688,255138,21.0
728695,282309,20.0
728688,251330,23.0
728688,192591,20.0
728695,268225,20.0
728688,255136,19.0
728701,368596,19.0
728688,187563,21.0
728688,199349,20.0
728701,291598,19.0
728688,194338,24.0
728701,343071,19.0
728665,440974,23.0
728688,212879,20.0
728701,344381,20.0
728701,350015,19.0
728665,164706,26.0
728701,285198,19.0
728701,475255,22.0
728688,186547,2.0
728688,212270,20.0
728701,327399,19.0
728665,36477,25.0
728701,496100,19.0
728665,417309,24.0
728688,187684,20.0
728688,186439,21.0
728665,349416,24.0
728665,343300,25.0
728520,100103,26.0
728704,193104,20.0
728670,85614,21.0
728670,141576,21.0
728670,46991,25.0
728670,77594,21.0
728670,71653,21.0
728704,472508,20.0
728704,151177,21.0
728704,245966,20.0
728704,193088,20.0
728670,79265,21.0
728704,219386,20.0
728670,73892,21.0
728723,71687,22.0
728723,72427,21.0
728723,73261,21.0
728723,72523,21.0
728723,73262,21.0
728723,73990,21.0
728723,71220,21.0
728723,71689,22.0
728723,73263,21.0
728729,118394,20.0
728729,118392,20.0
728729,184226,20.0
728729,188501,20.0
728729,188505,20.0
728755,71622,27.0
728755,53413,21.0
728755,53372,21.0
728755,71705,21.0
728743,583928,31.0
728729,276824,20.0
728750,328861,22.0
728750,345686,19.0
728729,188550,20.0
728729,188555,25.0
728750,247941,20.0
728729,184207,20.0
728750,328864,19.0
728729,276823,20.0
728726,8047,
728726,69062,24.0
728729,188543,20.0
728726,236557,26.0
728729,188556,20.0
728726,200399,28.0
728726,331152,27.0
728726,594749,28.0
728766,323768,22.0
728766,258106,19.0
728766,258212,19.0
728766,331579,20.0
728766,343092,19.0
728766,436039,19.0
728766,342984,19.0
728766,333405,20.0
728726,594750,29.0
728726,67811,26.0
728751,72450,21.0
728751,45141,41.0
728751,45114,25.0
728751,44989,21.0
728751,41946,21.0
728751,75576,22.0
728751,39466,26.0
728751,73848,21.0
728751,45145,25.0
728751,71277,21.0
728751,76807,21.0
728751,32440,22.0
728751,32409,22.0
728785,557925,18.0
728785,181759,23.0
728785,172893,21.0
728785,556336,18.0
728785,294086,21.0
728785,453384,24.0
728785,483712,18.0
728801,336304,19.0
728801,380214,19.0
728801,328865,19.0
728801,354703,23.0
728783,344868,19.0
728801,181891,19.0
728783,413539,24.0
728783,430068,19.0
728783,430093,19.0
728783,594727,19.0
728790,343311,23.0
728790,349187,23.0
728790,296698,23.0
728790,355924,25.0
728790,431544,28.0
728790,7176,
728790,344972,22.0
728790,41556,24.0
728822,111694,21.0
728779,589545,18.0
728822,184274,20.0
728822,185973,20.0
728779,192649,21.0
728779,589548,19.0
728822,118386,21.0
728822,185909,20.0
728822,186568,20.0
728779,339807,20.0
728799,90417,19.0
728799,146410,25.0
728799,197855,25.0
728799,159696,19.0
728799,149048,24.0
728779,588072,18.0
728799,146404,24.0
728807,71686,21.0
728807,73255,21.0
728807,73862,22.0
728807,72811,22.0
728779,594798,18.0
728807,71710,3.0
728807,71685,22.0
728807,76428,21.0
728807,38389,22.0
728807,78223,21.0
728830,591341,30.0
728824,120699,20.0
728824,200241,20.0
728824,189502,23.0
728824,183092,20.0
728824,193278,20.0
728824,183091,21.0
728824,193289,20.0
728824,193286,20.0
728837,428787,20.0
728837,582258,23.0
728837,582610,19.0
728860,211741,19.0
728860,255135,19.0
728860,82688,25.0
728849,429874,19.0
728860,254777,19.0
728860,329885,19.0
728860,255427,19.0
728854,333922,19.0
728832,151283,20.0
728851,588075,19.0
728854,331536,20.0
728851,594795,19.0
728860,329892,19.0
728832,269750,20.0
728854,333927,19.0
728854,331461,19.0
728832,324331,22.0
728854,333834,19.0
728851,594801,23.0
728832,257029,19.0
728832,199547,22.0
728851,594800,21.0
728832,199546,22.0
728851,328885,19.0
728854,337394,23.0
728860,214459,19.0
728851,333747,21.0
728851,435863,22.0
728851,588038,32.0
728866,381205,20.0
728851,594822,21.0
728851,444016,18.0
728864,267725,19.0
728864,261197,19.0
728864,328805,19.0
728864,336947,19.0
728864,200709,21.0
728864,328819,23.0
728864,245986,19.0
728864,295696,25.0
728864,480945,19.0
728864,260867,20.0
728876,255269,19.0
728876,332935,19.0
728878,84541,24.0
728878,564182,22.0
728876,332927,19.0
728880,79374,21.0
728878,89278,21.0
728882,90841,21.0
728882,250342,20.0
728882,156407,23.0
728878,184798,21.0
728882,209343,20.0
728882,149047,24.0
728882,260635,19.0
728882,223138,25.0
728876,342935,19.0
728880,95062,21.0
728882,226044,20.0
728882,107820,25.0
728878,98768,21.0
728876,340167,19.0
728874,594144,31.0
728880,117423,21.0
728878,89642,21.0
728878,117422,21.0
728874,192797,30.0
728874,481778,31.0
728874,278394,36.0
728874,176481,33.0
728896,585491,18.0
728896,585437,22.0
728896,384667,25.0
728896,449185,18.0
728896,587361,18.0
728896,583225,22.0
728880,199909,21.0
728895,203677,20.0
728880,84549,21.0
728895,195799,20.0
728895,195793,21.0
728895,193804,20.0
728895,186308,20.0
728895,190798,20.0
728895,188774,20.0
728895,185230,24.0
728895,194042,20.0
728895,109138,22.0
728901,70950,22.0
728901,220003,21.0
728901,338223,19.0
728901,87458,24.0
728901,309546,23.0
728919,339507,19.0
728901,73719,3.0
728919,480125,19.0
728919,260527,19.0
728919,336099,25.0
728919,549786,18.0
728924,447795,18.0
728900,460323,18.0
728900,275998,18.0
728900,594002,18.0
728900,585276,19.0
728900,288969,21.0
728927,79024,29.0
728900,368325,19.0
728900,478022,19.0
728924,448643,19.0
728941,260867,20.0
728941,480945,19.0
728941,328805,19.0
728941,295696,25.0
728941,245986,19.0
728941,336947,19.0
728941,328819,23.0
728936,227276,22.0
728936,261960,19.0
728936,184860,24.0
728936,328307,22.0
728936,292411,19.0
728936,227642,20.0
728936,306785,19.0
728936,71735,21.0
728945,343855,18.0
728934,593287,38.0
728945,336103,19.0
728945,432918,19.0
728945,349254,19.0
728932,181219,23.0
728932,258673,23.0
728945,323834,19.0
728932,318738,19.0
728932,300000,19.0
728932,345753,22.0
728932,328714,19.0
728932,341808,19.0
728936,287214,19.0
728955,72595,22.0
728955,73477,21.0
728946,582703,18.0
728946,582694,18.0
728946,585879,18.0
728955,44993,21.0
728955,50862,21.0
728955,75805,21.0
728946,588271,18.0
728956,138315,21.0
728956,269838,20.0
728956,594844,32.0
728956,594850,24.0
728956,594834,21.0
728956,269820,21.0
728956,594847,22.0
728956,594841,26.0
728956,223846,20.0
728956,594842,21.0
728956,594858,23.0
728956,269821,21.0
728956,270043,21.0
728956,594851,24.0
728983,258212,19.0
728983,323768,22.0
728983,436039,19.0
728983,342984,19.0
728983,329670,19.0
728981,331469,25.0
728984,234449,20.0
728981,588151,0.0
728981,184994,24.0
728981,389296,19.0
728984,250868,20.0
728981,331535,19.0
728984,249820,20.0
728984,213760,20.0
728984,126984,21.0
728984,194418,20.0
728981,331452,23.0
728981,594839,20.0
728984,246601,21.0
728984,276332,20.0
728984,200027,20.0
728984,200010,20.0
728984,276335,20.0
728985,72523,21.0
728985,73261,21.0
728985,71710,3.0
728985,73262,21.0
728985,72811,22.0
728985,72427,21.0
728985,76428,21.0
728985,73990,21.0
728985,78223,21.0
728985,73263,21.0
728985,71689,22.0
728985,38389,22.0
729001,330891,19.0
729001,280309,19.0
729001,268286,19.0
729001,259694,19.0
729001,327989,22.0
728993,446461,18.0
728993,410973,19.0
728993,456220,19.0
728993,590916,18.0
729014,385558,37.0
729014,448796,18.0
729014,335712,19.0
729014,585831,18.0
729026,157464,24.0
729026,46426,21.0
729021,339747,18.0
729021,258095,19.0
729021,258213,18.0
729026,89928,21.0
729021,258093,106.0
729021,323767,19.0
729021,301548,19.0
729026,182792,20.0
729021,329672,20.0
729021,258374,19.0
729021,258094,19.0
729021,258097,19.0
729026,77734,21.0
729026,192692,22.0
729021,327893,19.0
729026,71278,21.0
729025,226263,19.0
729021,323760,20.0
729025,91363,27.0
729021,523645,22.0
729025,182936,19.0
729026,27447,
729021,329697,19.0
729004,162354,21.0
729025,257204,19.0
729004,89088,21.0
729025,250493,20.0
729025,242546,20.0
729004,182560,20.0
729004,196437,20.0
729004,170419,20.0
729025,230219,19.0
729004,142397,21.0
729004,188769,20.0
729004,171338,20.0
729041,582610,19.0
729041,582258,23.0
729041,428787,20.0
729054,65620,21.0
729054,73434,21.0
729054,77594,21.0
729054,71623,21.0
729054,85614,21.0
729055,174213,21.0
729054,65210,21.0
729054,141576,21.0
729055,331173,19.0
729055,276824,20.0
729055,276823,20.0
729055,188555,25.0
729055,189603,22.0
729054,79265,21.0
729055,184207,20.0
729046,246216,20.0
729055,188506,20.0
729056,336947,19.0
729046,443562,19.0
729055,188515,19.0
729046,461274,19.0
729046,443506,19.0
729056,260867,20.0
729046,254741,20.0
729046,355545,19.0
729056,480945,19.0
729056,295696,25.0
729055,188557,20.0
729046,408728,19.0
729046,255214,20.0
729046,244411,20.0
729056,541718,18.0
729046,359389,19.0
729055,186996,20.0
729057,582703,18.0
729057,582694,18.0
729064,256326,1.0
729057,588271,18.0
729064,594015,27.0
729057,585879,18.0
729064,9486,
729064,594910,27.0
729064,525796,25.0
729064,594911,30.0
729072,268061,20.0
729072,309447,20.0
729072,475491,20.0
729072,332736,22.0
729077,98768,21.0
729077,89278,21.0
729077,79374,21.0
729077,95062,21.0
729077,89642,21.0
729077,199909,21.0
729077,84549,21.0
729076,413539,24.0
729076,430093,19.0
729081,568751,31.0
729086,258559,19.0
729086,331353,25.0
729086,323294,19.0
729086,258321,19.0
729086,328911,19.0
729086,156277,20.0
729086,258096,19.0
729092,73689,22.0
729092,280827,22.0
729092,393934,21.0
729092,461280,21.0
729092,63848,23.0
729101,336304,19.0
729101,380214,19.0
729101,354703,23.0
729101,328865,19.0
729101,181891,19.0
729098,100103,26.0
729107,333927,19.0
729107,331461,19.0
729107,339807,20.0
729107,331536,20.0
729107,333834,19.0
729097,593720,24.0
729097,592833,24.0
729097,593315,25.0
729097,593737,24.0
729097,593312,24.0
729097,593227,25.0
729097,179422,24.0
729097,593223,24.0
729137,340167,19.0
729137,332927,19.0
729137,408115,19.0
729137,581610,21.0
729137,342935,19.0
729137,255269,19.0
729147,70145,21.0
729147,69671,21.0
729147,75854,21.0
729147,38476,24.0
729147,99798,21.0
729147,189682,21.0
729147,73674,21.0
729147,235259,22.0
729150,454202,22.0
729150,375297,21.0
729154,335712,19.0
729154,385558,37.0
729154,331469,25.0
729154,594839,20.0
729150,594935,0.0
729194,594055,27.0
729193,568751,31.0
729195,592942,31.0
729199,243311,23.0
729197,110531,27.0
729201,430999,30.0
729202,553226,40.0
729205,562669,
729206,594983,24.0
729204,252453,26.0
729211,173323,24.0
729214,568648,27.0
729209,594974,34.0
729203,425664,29.0
729213,469601,32.0
729218,594146,31.0
729218,278394,36.0
729218,594144,31.0
729218,278390,35.0
729218,176481,33.0
729218,192797,30.0
729218,594190,30.0
729218,594167,31.0
729218,481778,31.0
729218,594195,32.0
729219,166167,30.0
729220,562780,
729223,333815,19.0
729223,328897,19.0
729223,255458,19.0
729223,330031,33.0
729223,333298,19.0
729223,330040,19.0
729223,330050,19.0
729223,330551,20.0
729223,256561,19.0
729227,594167,31.0
729227,278394,36.0
729227,176481,33.0
729227,192797,30.0
729227,594146,31.0
729227,594195,32.0
729227,594190,30.0
729227,278390,35.0
729227,481778,31.0
729227,594144,31.0
729228,231860,26.0
729236,117063,20.0
729236,185821,20.0
729236,151283,20.0
729236,195652,21.0
729236,166461,24.0
729236,183031,21.0
729236,80705,21.0
729236,192978,20.0
729236,140221,20.0
729238,553226,40.0
729239,160735,23.0
729239,81682,25.0
729239,92644,22.0
729239,68617,20.0
729239,96804,20.0
729239,183722,20.0
729239,123245,20.0
729239,172254,20.0
729239,184037,20.0
729241,595086,33.0
729241,295525,31.0
729241,595085,32.0
729242,71194,21.0
729242,73288,21.0
729242,72330,21.0
729241,595091,31.0
729242,74075,22.0
729242,72324,21.0
729242,72665,21.0
729241,595090,32.0
729242,71244,21.0
729242,71240,21.0
729241,595087,32.0
729241,595093,32.0
729245,111844,24.0
729245,95698,21.0
729245,80829,21.0
729245,140119,20.0
729245,80485,24.0
729245,117055,23.0
729245,177653,23.0
729244,100378,21.0
729245,181207,20.0
729245,186038,20.0
729244,289982,22.0
729245,212852,20.0
729245,175168,20.0
729244,595098,19.0
729244,593754,20.0
729244,593143,20.0
729244,446499,20.0
729244,595106,19.0
729244,365162,19.0
729244,595109,20.0
729244,222727,20.0
729244,594291,18.0
729248,259395,19.0
729248,330559,19.0
729248,339018,19.0
729248,260675,20.0
729248,377089,19.0
729248,334215,19.0
729248,285949,20.0
729248,233212,20.0
729248,312890,20.0
729247,106514,21.0
729247,73261,21.0
729247,73671,21.0
729247,47401,25.0
729247,71688,25.0
729249,595122,38.0
729249,595118,50.0
729249,595113,39.0
729249,595128,
729249,595119,40.0
729249,595131,40.0
729249,595123,39.0
729249,595134,41.0
729251,75916,21.0
729251,262749,20.0
729258,237087,20.0
729251,321330,20.0
729250,184199,20.0
729250,221972,21.0
729251,331030,24.0
729250,76990,23.0
729251,328858,20.0
729250,69571,21.0
729251,182551,20.0
729258,310730,18.0
729250,74043,21.0
729251,185676,21.0
729250,71389,25.0
729251,310429,21.0
729250,255742,23.0
729251,162241,20.0
729250,399543,0.0
729253,313991,22.0
729258,86523,21.0
729253,440262,19.0
729253,159880,24.0
729253,182843,19.0
729253,332983,19.0
729253,478112,20.0
729256,71147,21.0
729253,225908,21.0
729253,495413,19.0
729256,110029,22.0
729253,385711,19.0
729250,350874,20.0
729256,75571,21.0
729253,198794,23.0
729251,76679,21.0
729253,350932,20.0
729252,214718,20.0
729252,197317,20.0
729256,443600,19.0
729256,332448,20.0
729252,383066,43.0
729257,350949,21.0
729256,108250,27.0
729256,350939,19.0
729257,386532,18.0
729257,409717,20.0
729252,193469,21.0
729252,214088,21.0
729252,429023,22.0
729258,194380,24.0
729257,271563,20.0
729258,206057,20.0
729257,345782,19.0
729256,71746,21.0
729251,165325,20.0
729256,88542,21.0
729256,201005,20.0
729257,343218,20.0
729254,200287,20.0
729254,399568,21.0
729254,399642,19.0
729254,319218,20.0
729254,228995,21.0
729254,262843,20.0
729251,321177,21.0
729259,578669,32.0
729259,318451,26.0
729259,595115,24.0
729259,595147,40.0
729259,595117,38.0
729259,595144,27.0
729254,197587,20.0
729259,595124,30.0
729259,595120,30.0
729259,595116,33.0
729259,595151,33.0
729259,595142,30.0
729259,595152,41.0
729260,99076,24.0
729260,205403,20.0
729260,183856,20.0
729260,305560,19.0
729264,184527,20.0
729264,183816,21.0
729264,197487,20.0
729264,91437,20.0
729264,189352,20.0
729264,189348,20.0
729264,183933,20.0
729264,182784,20.0
729261,308203,19.0
729261,178320,19.0
729261,328897,19.0
729261,333815,19.0
729262,568751,31.0
729261,330551,20.0
729261,330031,33.0
729261,333298,19.0
729261,255458,19.0
729261,330040,19.0
729261,330050,19.0
729261,256561,19.0
729266,64862,23.0
729266,32051,22.0
729266,65814,26.0
729266,73288,21.0
729266,72330,21.0
729266,72665,21.0
729266,67002,21.0
729266,74075,22.0
729266,72680,22.0
729277,76212,21.0
729277,73170,21.0
729277,93688,21.0
729277,246041,24.0
729277,195794,21.0
729277,79219,21.0
729277,99277,21.0
729280,72000,21.0
729280,73303,21.0
729280,56446,21.0
729280,55872,21.0
729280,71081,24.0
729280,73307,21.0
729280,73305,21.0
729280,73302,21.0
729275,595092,26.0
729283,230182,25.0
729283,276322,19.0
729283,209595,23.0
729283,330885,19.0
729283,247136,23.0
729283,255707,20.0
729283,287213,20.0
729283,283067,25.0
729283,356330,19.0
729283,261408,19.0
729274,593935,27.0
729289,95698,21.0
729289,161858,20.0
729289,140119,20.0
729289,111844,24.0
729289,212852,20.0
729289,331463,20.0
729289,191833,19.0
729289,80829,21.0
729289,175168,20.0
729267,592942,31.0
729278,173323,24.0
729273,592915,29.0
729294,78875,33.0
729293,54906,21.0
729293,75659,21.0
729293,68861,21.0
729293,81603,22.0
729293,74131,25.0
729293,27072,
729293,41634,21.0
729293,60409,24.0
729293,459763,21.0
729293,81543,20.0
729297,594055,27.0
729292,117055,23.0
729292,80485,24.0
729292,209095,20.0
729292,177653,23.0
729292,181207,20.0
729292,186038,20.0
729281,469601,32.0
729292,185230,24.0
729296,76212,21.0
729296,246041,24.0
729296,75664,21.0
729296,249874,21.0
729296,195794,21.0
729296,199546,22.0
729296,59126,21.0
729296,199547,22.0
729296,278005,20.0
729296,269750,20.0
729301,243311,23.0
729298,321666,19.0
729298,265239,20.0
729298,179996,25.0
729298,407262,19.0
729298,365002,20.0
729298,355163,19.0
729298,336813,19.0
729298,334447,19.0
729299,157692,21.0
729299,182915,20.0
729299,111777,20.0
729299,183796,20.0
729299,189358,20.0
729299,183799,20.0
729299,184932,21.0
729299,183818,20.0
729308,568648,27.0
729300,323737,19.0
729300,79539,24.0
729300,411903,22.0
729285,430999,30.0
729300,295118,23.0
729300,373766,18.0
729300,220876,18.0
729300,286994,21.0
729300,443761,19.0
729302,96804,20.0
729302,151121,20.0
729302,160735,23.0
729302,112842,20.0
729302,172254,20.0
729302,357385,20.0
729302,68617,20.0
729302,184037,20.0
729302,81682,25.0
729318,425664,29.0
729316,594974,34.0
729322,192978,20.0
729322,189352,20.0
729322,189348,20.0
729322,183816,21.0
729322,183031,21.0
729322,183884,21.0
729322,184902,20.0
729322,196426,20.0
729322,185821,20.0
729313,275154,18.0
729313,534350,19.0
729313,320861,24.0
729313,443994,18.0
729313,204231,25.0
729313,279073,47.0
729322,94548,20.0
729313,584471,18.0
729313,156443,24.0
729313,453589,19.0
729326,529626,38.0
729311,183701,20.0
729311,189462,20.0
729311,86698,21.0
729311,111874,20.0
729314,594997,32.0
729311,339627,19.0
729311,539432,19.0
729325,310027,19.0
729325,147690,23.0
729325,181897,19.0
729325,250493,20.0
729325,348900,19.0
729325,261569,20.0
729325,302984,25.0
729331,595223,34.0
729305,269825,24.0
729305,595214,29.0
729305,47455,24.0
729305,12990,
729305,232540,27.0
729305,595036,28.0
729305,88619,23.0
729305,470058,24.0
729305,192621,21.0
729330,225040,23.0
729330,260581,19.0
729330,279405,20.0
729330,257063,20.0
729330,237867,23.0
729330,230898,19.0
729335,241060,19.0
729335,289881,23.0
729335,310025,19.0
729335,330007,19.0
729335,191278,20.0
729335,38522,25.0
729335,91424,25.0
729336,183856,20.0
729336,305560,19.0
729336,82836,27.0
729336,112047,20.0
729336,151826,20.0
729336,205403,20.0
729342,594596,44.0
729346,73305,21.0
729346,71082,21.0
729346,45102,21.0
729346,56446,21.0
729346,71331,21.0
729346,71081,24.0
729346,73303,21.0
729346,37250,22.0
729346,73302,21.0
729357,23413,
729357,61815,21.0
729357,54906,21.0
729357,68861,21.0
729358,245224,18.0
729358,55434,25.0
729357,27072,
729358,220876,18.0
729357,81603,22.0
729357,41634,21.0
729358,286994,21.0
729358,239300,19.0
729357,71326,21.0
729358,287745,18.0
729344,595221,39.0
729338,593448,29.0
729352,456626,33.0
729368,105475,21.0
729368,180017,20.0
729368,183799,20.0
729370,333297,19.0
729370,330551,20.0
729370,256561,19.0
729370,255458,19.0
729370,333815,19.0
729370,328897,19.0
729370,330050,19.0
729370,330031,33.0
729370,333298,19.0
729370,310671,19.0
729349,21316,
729349,54070,20.0
729349,481727,23.0
729349,32213,23.0
729349,29731,25.0
729349,8874,
729349,267334,25.0
729380,279765,19.0
729380,349214,20.0
729376,556528,18.0
729376,583980,18.0
729380,264691,19.0
729380,256422,19.0
729376,584006,18.0
729376,584021,18.0
729380,333285,20.0
729376,417577,22.0
729376,208965,20.0
729376,491641,18.0
729376,582280,18.0
729380,349277,21.0
729366,568751,31.0
729380,154973,19.0
729380,255428,24.0
729380,196911,39.0
729384,151231,20.0
729384,86698,21.0
729380,273822,20.0
729384,539432,19.0
729384,339712,22.0
729384,335910,19.0
729384,344478,19.0
729384,189462,20.0
729377,533658,18.0
729386,595113,39.0
729391,257063,20.0
729386,595118,50.0
729391,255291,19.0
729386,595128,
729391,284690,19.0
729391,260581,19.0
729391,255232,21.0
729386,595123,39.0
729386,595134,41.0
729391,228945,19.0
729391,237867,23.0
729386,595120,30.0
729391,329278,20.0
729386,595119,40.0
729391,74023,26.0
729386,595142,30.0
729386,595116,33.0
729386,595124,30.0
729382,231860,26.0
729396,548315,24.0
729396,324905,20.0
729396,552093,18.0
729396,588669,18.0
729396,453302,25.0
729396,504840,18.0
729396,539403,18.0
729396,444022,
729396,453350,18.0
729396,582107,18.0
729396,445743,18.0
729396,308172,25.0
729400,342949,19.0
729400,342991,2.0
729400,261197,19.0
729400,336188,19.0
729400,336470,19.0
729400,339743,19.0
729414,595299,30.0
729404,262552,23.0
729404,276322,19.0
729404,247136,23.0
729404,255707,20.0
729420,274004,20.0
729404,161632,28.0
729420,310027,19.0
729404,287213,20.0
729420,302984,25.0
729420,250493,20.0
729408,595295,22.0
729416,354641,29.0
729424,71329,21.0
729424,73170,21.0
729424,77093,21.0
729426,58771,21.0
729426,74534,21.0
729426,72754,21.0
729426,59098,21.0
729426,61159,21.0
729426,56399,21.0
729426,184932,21.0
729426,71081,24.0
729426,56446,21.0
729441,445743,18.0
729441,552093,18.0
729441,539403,18.0
729441,582107,18.0
729441,548315,24.0
729441,590320,18.0
729441,324905,20.0
729374,500878,28.0
729434,595334,42.0
729433,1635,
729433,81919,26.0
729433,104979,26.0
729436,585776,23.0
729433,335694,26.0
729442,75659,21.0
729378,592905,23.0
729422,201622,24.0
729422,117641,25.0
729442,71614,21.0
729442,23413,
729422,326463,23.0
729422,162641,24.0
729422,169567,26.0
729450,593287,38.0
729405,594998,29.0
729451,584355,19.0
729451,435857,18.0
729451,453599,19.0
729451,156443,24.0
729448,88392,24.0
729456,342991,2.0
729456,355680,22.0
729456,342949,19.0
729456,261197,19.0
729456,336188,19.0
729456,336470,19.0
729456,336467,22.0
729456,328810,19.0
729464,594707,24.0
729421,170520,54.0
729429,582975,29.0
729454,43453,22.0
729454,595415,21.0
729454,595416,22.0
729454,595406,21.0
729454,595443,22.0
729454,595444,21.0
729462,591905,27.0
729462,525796,25.0
729462,594910,27.0
729462,593976,30.0
729462,594015,27.0
729462,256326,1.0
729462,586882,22.0
729462,594911,30.0
729462,594019,27.0
729462,594914,27.0
729462,9486,
729468,110531,27.0
729517,243311,23.0
729501,595256,21.0
729482,145410,31.0
729530,83890,24.0
